ZCTA,density,classification
68752,2,3
68755,1,3
68756,7,3
68757,2,3
68758,4,3
68759,1,3
68760,3,3
68761,5,3
68763,4,3
68764,2,3
68765,5,3
68766,1,3
68767,6,3
68768,4,3
68769,5,3
68770,7,3
68771,5,3
68774,4,3
68776,251,2
68777,2,3
68778,1,3
68779,6,3
68780,1,3
68781,5,3
68783,2,3
68784,8,3
68785,3,3
68786,3,3
68787,17,3
68788,10,3
68790,5,3
68791,6,3
68792,3,3
68801,121,2
68803,104,2
68810,21,3
68812,3,3
68813,0,3
68814,2,3
68815,2,3
68817,2,3
68818,12,3
68820,4,3
68822,5,3
68823,1,3
68824,5,3
68825,1,3
68826,11,3
68827,4,3
68828,1,3
68831,5,3
68832,7,3
68833,0,3
68835,2,3
68836,4,3
68838,2,3
68840,7,3
68841,4,3
68842,2,3
68843,4,3
68844,2,3
68845,66,2
68846,4,3
68847,73,2
68850,15,3
68852,2,3
68853,4,3
68854,4,3
68855,1,3
68856,2,3
68858,2,3
68859,3,3
68860,1,3
68862,5,3
68863,4,3
68864,2,3
68865,6,3
68866,3,3
68869,4,3
68870,4,3
68871,2,3
68872,5,3
68873,8,3
68874,2,3
68875,1,3
68876,6,3
68878,1,3
68879,1,3
68882,2,3
68883,5,3
68901,77,2
68920,5,3
68922,4,3
68924,5,3
68925,3,3
68926,2,3
68927,3,3
68928,1,3
68930,4,3
68932,3,3
68933,7,3
68935,3,3
68936,1,3
68937,5,3
68938,4,3
68939,5,3
68940,2,3
68941,4,3
68942,2,3
68943,2,3
68944,5,3
68947,4,3
68948,2,3
68949,13,3
68950,3,3
68955,8,3
68956,5,3
68957,2,3
68958,3,3
68959,6,3
68961,3,3
68966,2,3
68967,3,3
68970,4,3
68971,2,3
68972,1,3
68973,4,3
68976,1,3
68977,1,3
68978,8,3
68979,6,3
68980,5,3
68981,2,3
68982,3,3
69001,9,3
69020,2,3
69021,2,3
69022,2,3
69023,1,3
69024,2,3
69025,2,3
69028,2,3
69029,1,3
69030,0,3
69032,1,3
69033,3,3
69034,2,3
69038,1,3
69040,1,3
69043,1,3
69044,2,3
69045,1,3
69101,21,2
69120,1,3
69121,0,3
69122,2,3
69123,2,3
69125,1,3
69127,2,3
69128,0,3
69129,2,3
69130,10,3
69131,1,3
69133,1,3
69134,1,3
69138,5,3
69140,2,3
69141,1,3
69143,2,3
69145,3,3
69146,1,3
69147,1,3
69149,1,3
69150,1,3
69151,1,3
69152,0,3
69153,13,3
69154,1,3
69155,1,3
69156,1,3
69162,8,3
69163,1,3
69165,2,3
69166,0,3
69167,0,3
69168,1,3
69169,1,3
69170,1,3
69201,1,3
69210,1,3
69211,0,3
69212,1,3
69217,1,3
69218,0,3
69301,4,3
69333,0,3
69334,3,3
69336,2,3
69337,4,3
69339,2,3
69341,20,3
69343,1,3
69345,0,3
69346,0,3
69347,1,3
69348,1,3
69350,0,3
69352,2,3
69356,6,3
69357,5,3
69358,4,3
69360,1,3
69361,64,3
69367,1,3
70001,2922,1
70002,2587,1
70003,2266,1
70005,2719,1
70006,2410,1
70030,52,3
70031,143,2
70032,838,2
70036,105,2
70037,86,3
70038,117,2
70039,71,3
70040,9,3
70041,84,3
70043,812,2
70047,424,2
70049,49,3
70051,101,3
70052,466,2
70053,1894,2
70056,2056,2
70057,39,3
70058,1063,2
70062,884,2
70065,2387,1
70067,94,3
70068,217,2
70070,48,3
70071,511,2
70072,964,2
70075,455,2
70076,38,3
70079,527,2
70080,52,3
70082,8,3
70083,7,3
70084,178,2
70085,43,3
70086,28,3
70087,228,2
70090,55,3
70092,472,2
70094,320,2
70112,1784,1
70113,2934,1
70114,1863,1
70115,3949,1
70116,4793,1
70117,1804,1
70118,2824,1
70119,3341,1
70121,1507,2
70122,1641,1
70123,1595,2
70124,1100,2
70125,2331,1
70126,858,2
70127,1072,2
70128,1216,2
70129,31,2
70130,3831,1
70131,968,2
70301,56,3
70339,44,3
70341,28,3
70342,251,2
70343,64,3
70344,21,3
70345,38,3
70346,73,3
70353,22,3
70354,16,3
70355,3,3
70356,14,3
70357,5,3
70358,88,3
70359,302,2
70360,154,2
70363,118,2
70364,271,2
70372,33,3
70373,36,3
70374,54,3
70377,11,3
70380,136,2
70390,15,3
70392,103,2
70393,39,3
70394,60,3
70395,33,3
70397,11,3
70401,233,2
70403,230,2
70420,55,3
70422,29,3
70426,17,3
70427,55,3
70431,29,3
70433,248,2
70435,58,3
70436,55,3
70437,33,3
70438,21,3
70441,10,3
70442,16,3
70443,48,3
70444,15,3
70445,36,3
70446,25,3
70447,115,2
70448,412,2
70449,22,3
70450,16,3
70452,67,3
70453,11,3
70454,59,3
70455,33,3
70456,33,3
70458,642,2
70460,218,2
70461,206,2
70462,28,3
70464,13,3
70465,56,3
70466,101,3
70471,275,2
70501,748,2
70503,914,2
70506,861,1
70507,300,1
70508,582,1
70510,42,3
70512,39,3
70514,183,2
70515,17,3
70516,14,3
70517,69,3
70518,111,2
70520,170,2
70523,74,3
70524,31,3
70525,44,3
70526,57,3
70528,190,2
70529,120,2
70531,17,3
70532,11,3
70533,34,3
70534,33,3
70535,46,3
70537,34,3
70538,35,3
70541,79,3
70542,7,3
70543,20,3
70544,40,3
70546,40,3
70548,8,3
70549,13,3
70552,36,3
70554,20,3
70555,54,3
70556,20,3
70559,13,3
70560,76,2
70563,111,2
70570,85,3
70576,279,2
70577,29,3
70578,53,3
70581,14,3
70582,51,3
70583,163,2
70584,81,3
70585,169,2
70586,26,3
70589,11,3
70591,12,3
70592,163,2
70601,869,1
70605,300,2
70607,84,2
70611,85,3
70615,94,3
70630,3,3
70631,1,3
70632,1,3
70633,18,3
70634,21,3
70637,6,3
70638,12,3
70639,4,3
70640,99,3
70643,0,3
70644,8,3
70645,5,3
70646,41,3
70647,17,3
70648,13,3
70650,88,3
70651,7,3
70652,8,3
70653,5,3
70655,7,3
70656,3,3
70657,11,3
70658,4,3
70659,254,2
70660,4,3
70661,5,3
70662,8,3
70663,112,2
70665,24,3
70668,17,3
70669,128,2
70706,137,2
70710,162,2
70711,94,3
70712,7,3
70714,207,2
70715,3,3
70719,97,3
70721,38,3
70722,14,3
70723,22,3
70725,73,3
70726,197,2
70729,18,3
70730,20,3
70732,11,3
70733,60,3
70734,87,3
70736,52,3
70737,263,2
70739,94,2
70740,6,3
70743,52,3
70744,21,3
70748,22,3
70749,27,3
70750,6,3
70752,33,3
70753,5,3
70754,29,3
70755,34,3
70756,11,3
70757,24,3
70759,14,3
70760,86,3
70761,6,3
70762,20,3
70763,110,2
70764,41,3
70767,38,3
70769,254,2
70770,53,2
70772,22,3
70774,49,3
70775,12,3
70776,28,3
70777,25,3
70778,36,3
70780,31,3
70782,5,3
70783,54,3
70785,79,3
70788,14,3
70789,13,3
70791,72,3
70802,1463,1
70803,759,1
70805,927,1
70806,1454,2
70807,235,2
70808,1153,2
70809,787,2
70810,562,2
70811,422,2
70812,844,2
70814,682,2
70815,1167,2
70816,1162,1
70817,469,2
70818,255,2
70819,319,2
70820,380,2
71001,14,3
71003,7,3
71004,6,3
71006,23,3
71007,25,3
71008,2,3
71016,6,3
71018,8,3
71019,10,3
71021,504,2
71023,32,3
71024,9,3
71027,10,3
71028,6,3
71030,16,3
71031,3,3
71032,7,3
71033,57,3
71034,36,3
71037,66,3
71038,8,3
71039,17,3
71040,11,3
71043,17,3
71044,6,3
71045,6,3
71046,6,3
71047,41,3
71049,16,3
71051,10,3
71052,13,3
71055,31,3
71060,18,3
71061,39,3
71063,3,3
71064,7,3
71065,9,3
71067,31,3
71068,11,3
71069,11,3
71070,4,3
71071,22,3
71072,6,3
71073,32,3
71075,72,3
71078,45,3
71079,3,3
71082,27,3
71101,837,1
71103,778,1
71104,1632,1
71105,1153,2
71106,406,2
71107,85,2
71108,851,1
71109,687,1
71110,20,2
71111,334,1
71112,284,2
71115,60,2
71118,763,2
71119,106,2
71129,127,2
71201,708,2
71202,79,2
71203,118,2
71219,8,3
71220,24,3
71222,9,3
71223,4,3
71225,44,3
71226,5,3
71227,13,3
71229,10,3
71232,8,3
71233,196,2
71234,14,3
71235,11,3
71237,7,3
71238,10,3
71241,20,3
71245,165,2
71247,205,2
71250,1,3
71251,18,3
71253,109,2
71254,8,3
71256,5,3
71259,7,3
71260,5,3
71261,6,3
71263,16,3
71264,4,3
71266,6,3
71268,9,3
71269,14,3
71270,62,2
71275,9,3
71276,2,3
71277,7,3
71280,22,3
71282,8,3
71286,3,3
71291,208,2
71292,54,3
71295,17,3
71301,691,1
71302,88,2
71303,126,1
71322,15,3
71323,13,3
71325,6,3
71326,5,3
71327,34,3
71328,23,3
71331,6,3
71333,8,3
71334,20,3
71336,6,3
71340,3,3
71341,48,3
71342,19,3
71343,6,3
71346,14,3
71350,48,3
71351,21,3
71353,10,3
71354,7,3
71355,8,3
71356,7,3
71357,3,3
71358,5,3
71360,68,3
71362,16,3
71366,5,3
71367,7,3
71368,7,3
71369,15,3
71371,6,3
71373,10,3
71375,4,3
71378,20,3
71403,13,3
71404,3,3
71405,147,2
71407,24,3
71409,20,3
71411,17,3
71416,5,3
71417,13,3
71418,8,3
71419,7,3
71422,4,3
71423,13,3
71424,8,3
71427,11,3
71429,5,3
71430,11,3
71432,5,3
71433,11,3
71435,7,3
71438,7,3
71439,14,3
71441,4,3
71446,16,3
71447,4,3
71449,16,3
71450,7,3
71454,10,3
71456,14,3
71457,41,2
71459,335,2
71461,545,2
71462,14,3
71463,14,3
71465,5,3
71466,26,3
71467,11,3
71468,2,3
71469,5,3
71472,6,3
71473,2,3
71474,12,3
71479,3,3
71480,54,3
71483,11,3
71485,12,3
71486,19,3
71601,56,2
71602,59,2
71603,75,2
71630,5,3
71631,2,3
71635,23,3
71638,6,3
71639,14,3
71640,7,3
71642,5,3
71643,4,3
71644,5,3
71646,7,3
71647,3,3
71652,3,3
71653,7,3
71654,27,3
71655,17,3
71658,3,3
71660,3,3
71661,2,3
71663,4,3
71665,8,3
71667,10,3
71670,3,3
71671,19,3
71674,1,3
71675,4,3
71676,3,3
71701,30,3
71720,7,3
71724,161,2
71725,2,3
71726,3,3
71730,28,2
71740,4,3
71742,13,3
71743,8,3
71744,4,3
71745,82,3
71747,6,3
71749,6,3
71751,5,3
71752,11,3
71753,21,3
71758,3,3
71759,35,3
71762,18,3
71763,3,3
71764,4,3
71765,5,3
71766,4,3
71770,10,3
71801,21,3
71822,14,3
71825,10,3
71826,4,3
71827,6,3
71832,21,3
71833,6,3
71834,4,3
71835,7,3
71836,7,3
71837,12,3
71838,4,3
71839,3,3
71841,5,3
71842,11,3
71845,5,3
71846,5,3
71847,5,3
71851,11,3
71852,14,3
71853,5,3
71854,52,2
71855,5,3
71857,9,3
71858,4,3
71859,11,3
71860,10,3
71861,7,3
71862,5,3
71866,7,3
71901,117,2
71909,94,3
71913,151,2
71921,7,3
71923,16,3
71929,19,3
71933,7,3
71935,3,3
71937,11,3
71940,7,3
71941,11,3
71943,16,3
71944,7,3
71945,8,3
71949,4,3
71950,10,3
71953,10,3
71956,32,3
71957,10,3
71958,9,3
71959,5,3
71960,4,3
71961,5,3
71962,2,3
71964,43,3
71965,6,3
71968,19,3
71969,5,3
71970,5,3
71971,3,3
71972,4,3
71973,6,3
72001,9,3
72002,92,3
72003,3,3
72004,3,3
72005,5,3
72006,6,3
72007,56,3
72010,19,3
72011,26,3
72012,50,3
72013,9,3
72015,125,2
72016,15,3
72017,6,3
72019,54,2
72020,10,3
72021,10,3
72022,381,2
72023,136,2
72024,8,3
72025,6,3
72026,6,3
72027,8,3
72029,17,3
72030,5,3
72031,11,3
72032,104,2
72034,311,2
72036,3,3
72039,14,3
72040,7,3
72041,7,3
72042,9,3
72044,6,3
72045,11,3
72046,8,3
72047,11,3
72051,6,3
72055,4,3
72057,4,3
72058,37,3
72060,4,3
72063,8,3
72064,7,3
72065,35,3
72067,26,3
72068,168,2
72069,3,3
72070,11,3
72072,6,3
72073,4,3
72076,203,2
72079,13,3
72080,3,3
72081,32,3
72082,147,2
72084,2,3
72086,28,3
72087,11,3
72088,87,3
72101,5,3
72102,22,3
72103,159,2
72104,28,3
72106,48,3
72107,11,3
72110,37,3
72111,9,3
72112,12,3
72113,343,2
72114,663,1
72116,1451,2
72117,87,2
72118,318,2
72120,256,2
72121,16,3
72122,3,3
72123,209,2
72125,17,3
72126,7,3
72127,16,3
72128,13,3
72129,12,3
72130,6,3
72131,14,3
72132,20,3
72134,3,3
72135,15,3
72136,13,3
72137,14,3
72140,8,3
72141,3,3
72142,9,3
72143,43,2
72150,16,3
72152,3,3
72153,13,3
72156,10,3
72157,12,3
72160,13,3
72166,1,3
72167,14,3
72168,4,3
72173,33,3
72175,3,3
72176,37,3
72179,8,3
72201,527,1
72202,619,1
72204,778,2
72205,1425,1
72206,87,2
72207,1644,1
72209,703,2
72210,117,2
72211,1320,2
72212,771,2
72223,132,2
72227,1428,2
72301,517,2
72315,37,3
72324,6,3
72326,11,3
72327,7,3
72330,6,3
72331,8,3
72333,4,3
72335,39,3
72342,24,3
72346,3,3
72347,3,3
72348,7,3
72350,6,3
72351,48,3
72354,20,3
72355,11,3
72358,9,3
72359,83,3
72360,8,3
72364,80,3
72365,25,3
72366,7,3
72368,4,3
72370,29,3
72372,6,3
72373,5,3
72374,8,3
72376,9,3
72384,4,3
72386,6,3
72390,94,3
72392,4,3
72394,3,3
72395,17,3
72396,20,3
72401,178,1
72404,72,2
72410,3,3
72411,24,3
72412,4,3
72413,6,3
72414,10,3
72415,14,3
72416,24,3
72417,30,3
72419,14,3
72421,3,3
72422,12,3
72425,3,3
72429,2,3
72430,7,3
72431,29,3
72432,15,3
72433,22,3
72434,10,3
72435,3,3
72436,12,3
72437,12,3
72438,18,3
72440,18,3
72442,17,3
72443,20,3
72444,8,3
72447,14,3
72450,49,2
72454,22,3
72455,18,3
72456,5,3
72458,12,3
72459,6,3
72460,5,3
72461,9,3
72462,27,3
72466,5,3
72469,6,3
72470,4,3
72471,6,3
72472,21,3
72473,17,3
72476,14,3
72478,3,3
72479,3,3
72482,8,3
72501,32,3
72512,50,3
72513,12,3
72517,6,3
72519,8,3
72520,5,3
72521,15,3
72522,23,3
72523,11,3
72524,3,3
72527,55,3
72529,113,2
72530,8,3
72531,6,3
72532,7,3
72533,4,3
72534,8,3
72536,7,3
72537,13,3
72538,4,3
72539,6,3
72542,10,3
72543,46,3
72544,10,3
72550,9,3
72554,8,3
72556,9,3
72560,12,3
72561,8,3
72562,11,3
72564,8,3
72565,10,3
72566,5,3
72567,10,3
72568,14,3
72569,4,3
72571,7,3
72573,8,3
72576,10,3
72577,7,3
72579,13,3
72581,42,3
72583,7,3
72584,8,3
72601,33,3
72611,9,3
72616,19,3
72619,214,2
72623,11,3
72624,4,3
72626,106,2
72628,3,3
72629,6,3
72631,40,3
72632,22,3
72633,8,3
72634,16,3
72635,50,3
72638,14,3
72639,5,3
72640,7,3
72641,8,3
72642,120,2
72644,11,3
72645,5,3
72648,7,3
72650,7,3
72651,76,3
72653,58,3
72655,2,3
72658,10,3
72660,12,3
72661,11,3
72662,10,3
72663,6,3
72666,7,3
72668,9,3
72672,16,3
72675,4,3
72677,230,2
72680,9,3
72685,11,3
72687,10,3
72701,121,1
72703,290,1
72704,112,2
72712,152,2
72714,258,2
72715,247,2
72717,9,3
72718,81,3
72719,370,2
72721,4,3
72722,26,3
72727,14,3
72729,8,3
72730,137,2
72732,22,3
72734,33,3
72736,26,3
72738,11,3
72739,34,3
72740,10,3
72742,3,3
72744,26,3
72745,127,2
72751,93,3
72752,1,3
72753,33,3
72756,103,1
72758,386,2
72760,4,3
72761,64,3
72762,206,1
72764,259,1
72768,14,3
72769,10,3
72773,12,3
72774,20,3
72776,4,3
72801,849,1
72802,59,3
72821,21,3
72823,22,3
72824,8,3
72830,42,3
72832,47,3
72833,8,3
72834,25,3
72835,8,3
72837,13,3
72839,1,3
72840,16,3
72842,6,3
72843,4,3
72845,42,3
72846,16,3
72847,26,3
72851,5,3
72852,2,3
72853,14,3
72854,2,3
72855,14,3
72856,2,3
72857,2,3
72858,46,3
72860,5,3
72863,12,3
72865,16,3
72901,1011,1
72903,672,1
72904,575,1
72908,673,2
72916,81,3
72921,60,3
72923,259,2
72926,3,3
72927,11,3
72928,13,3
72930,5,3
72932,31,3
72933,17,3
72934,6,3
72935,65,3
72936,62,3
72937,23,3
72938,11,3
72940,23,3
72941,37,3
72943,10,3
72944,14,3
72945,170,2
72946,15,3
72947,14,3
72948,3,3
72949,11,3
72950,1,3
72951,23,3
72952,22,3
72955,12,3
72956,121,2
72958,9,3
72959,6,3
73002,9,3
73003,1071,2
73004,6,3
73005,22,3
73006,8,3
73007,21,3
73008,1021,2
73009,6,3
73010,35,3
73011,3,3
73012,252,2
73013,582,2
73014,4,3
73015,5,3
73016,11,3
73017,9,3
73018,50,3
73020,128,2
73021,2,3
73024,5,3
73025,72,3
73026,36,2
73027,8,3
73028,10,3
73029,15,3
73030,9,3
73033,21,3
73034,280,2
73036,36,3
73038,6,3
73040,3,3
73041,2,3
73042,4,3
73044,30,3
73045,59,3
73047,8,3
73048,4,3
73049,36,3
73051,21,3
73052,12,3
73053,4,3
73054,16,3
73055,15,3
73056,2,3
73057,11,3
73058,3,3
73059,7,3
73061,5,3
73062,2,3
73063,3,3
73064,153,2
73065,47,3
73066,224,2
73067,7,3
73068,69,3
73069,648,2
73071,628,2
73072,309,2
73073,2,3
73074,11,3
73075,28,3
73077,11,3
73078,40,3
73079,3,3
73080,32,3
73082,8,3
73084,153,2
73086,19,3
73089,40,3
73090,6,3
73092,6,3
73093,18,3
73095,11,3
73096,26,3
73098,13,3
73099,179,2
73102,1378,1
73103,2030,1
73104,511,2
73105,551,1
73106,1533,1
73107,1385,1
73108,657,1
73109,1342,1
73110,1319,2
73111,579,1
73112,1919,1
73114,713,2
73115,1405,2
73116,821,1
73117,358,1
73118,1284,1
73119,1723,1
73120,1576,1
73121,128,2
73122,1647,2
73127,767,2
73128,231,2
73129,531,1
73130,777,2
73131,105,1
73132,1442,2
73134,569,1
73135,658,2
73139,1672,2
73141,107,2
73142,495,1
73145,100,2
73149,332,2
73150,93,2
73151,168,2
73159,980,2
73160,900,2
73162,1674,2
73165,52,2
73169,95,2
73170,635,2
73173,28,2
73179,87,2
73401,42,2
73430,5,3
73432,7,3
73433,7,3
73434,3,3
73438,17,3
73439,25,3
73440,14,3
73442,2,3
73443,26,3
73446,13,3
73447,5,3
73448,10,3
73449,33,3
73450,5,3
73453,4,3
73455,29,3
73456,3,3
73458,3,3
73459,13,3
73460,12,3
73461,5,3
73463,7,3
73481,5,3
73491,17,3
73501,64,2
73503,17,2
73505,355,2
73507,45,2
73521,45,2
73526,11,3
73527,22,3
73528,3,3
73529,10,3
73530,1,3
73531,2,3
73532,2,3
73533,35,2
73537,1,3
73538,22,3
73540,3,3
73541,14,3
73542,5,3
73543,10,3
73544,1,3
73546,4,3
73547,5,3
73548,5,3
73549,2,3
73550,4,3
73552,5,3
73554,4,3
73557,90,3
73559,2,3
73560,2,3
73562,3,3
73564,1,3
73565,2,3
73566,6,3
73567,72,3
73568,5,3
73569,3,3
73570,4,3
73572,5,3
73573,5,3
73601,29,3
73620,3,3
73622,2,3
73624,75,3
73625,2,3
73626,4,3
73627,2,3
73628,2,3
73632,7,3
73639,2,3
73641,7,3
73644,29,3
73645,2,3
73646,2,3
73647,2,3
73650,2,3
73651,8,3
73654,1,3
73655,3,3
73658,1,3
73660,1,3
73661,3,3
73662,5,3
73663,4,3
73664,4,3
73667,2,3
73669,5,3
73673,1,3
73701,63,2
73703,106,2
73716,2,3
73717,4,3
73718,3,3
73720,2,3
73722,1,3
73724,3,3
73726,2,3
73727,3,3
73728,4,3
73729,4,3
73730,5,3
73734,4,3
73735,7,3
73736,3,3
73737,4,3
73738,5,3
73739,3,3
73741,2,3
73742,6,3
73744,1,3
73747,3,3
73749,3,3
73750,10,3
73753,3,3
73754,12,3
73755,5,3
73756,2,3
73759,2,3
73760,3,3
73761,2,3
73762,4,3
73763,3,3
73766,3,3
73768,4,3
73771,2,3
73772,7,3
73773,7,3
73801,13,3
73832,1,3
73834,2,3
73835,1,3
73838,1,3
73840,2,3
73841,5,3
73842,1,3
73843,1,3
73844,0,3
73848,1,3
73852,2,3
73853,1,3
73857,4,3
73858,3,3
73859,3,3
73860,2,3
73931,1,3
73932,2,3
73933,1,3
73938,1,3
73939,2,3
73942,7,3
73944,1,3
73945,3,3
73947,1,3
73949,1,3
73950,3,3
73951,4,3
74001,26,3
74002,6,3
74003,47,2
74006,123,2
74008,104,2
74010,13,3
74011,401,2
74012,853,2
74014,117,2
74015,53,3
74016,15,3
74017,73,2
74019,59,3
74020,42,3
74021,91,3
74022,6,3
74023,25,3
74026,144,2
74027,4,3
74028,7,3
74029,40,3
74030,22,3
74032,8,3
74033,293,2
74035,6,3
74036,20,3
74037,376,2
74038,9,3
74039,21,3
74041,103,2
74042,3,3
74044,35,3
74045,3,3
74047,26,3
74048,12,3
74050,506,2
74051,22,3
74052,32,3
74053,38,3
74054,11,3
74055,276,2
74056,4,3
74058,6,3
74059,19,3
74060,16,3
74061,9,3
74062,13,3
74063,85,2
74066,93,2
74070,28,3
74072,6,3
74073,40,3
74074,87,2
74075,111,2
74079,10,3
74080,10,3
74081,20,3
74083,4,3
74084,4,3
74085,11,3
74103,214,1
74104,2128,1
74105,1766,1
74106,934,1
74107,306,2
74108,335,2
74110,869,1
74112,1373,1
74114,1491,2
74115,531,1
74116,77,2
74119,3208,1
74120,1139,1
74126,159,1
74127,283,1
74128,1271,2
74129,1740,2
74130,196,2
74131,107,2
74132,237,1
74133,1360,1
74134,499,2
74135,1636,1
74136,1704,1
74137,1014,2
74145,1235,2
74146,1144,2
74301,11,3
74330,12,3
74331,29,3
74332,11,3
74333,5,3
74337,22,3
74338,12,3
74339,280,2
74340,85,3
74342,17,3
74343,19,3
74344,72,3
74346,14,3
74347,26,3
74349,103,2
74350,61,3
74352,20,3
74354,39,3
74358,815,2
74359,24,3
74361,37,3
74363,16,3
74364,7,3
74365,26,3
74366,17,3
74367,13,3
74369,3,3
74370,13,3
74401,56,2
74403,108,2
74421,13,3
74422,5,3
74423,6,3
74425,31,3
74426,18,3
74427,16,3
74428,6,3
74429,61,3
74430,37,3
74431,91,3
74432,20,3
74434,37,3
74435,19,3
74436,14,3
74437,20,3
74441,15,3
74442,6,3
74445,14,3
74446,214,2
74447,29,3
74450,10,3
74451,23,3
74452,7,3
74454,11,3
74455,11,3
74457,3,3
74460,123,2
74462,13,3
74463,47,3
74464,40,3
74467,38,3
74468,35,3
74469,20,3
74470,8,3
74471,13,3
74472,16,3
74501,20,2
74522,158,2
74523,11,3
74525,9,3
74531,3,3
74533,8,3
74536,3,3
74538,5,3
74543,1,3
74546,214,2
74547,13,3
74552,4,3
74553,8,3
74554,152,2
74555,5,3
74556,10,3
74557,2,3
74558,2,3
74560,1,3
74561,6,3
74562,2,3
74563,4,3
74565,24,3
74569,1,3
74570,3,3
74571,4,3
74572,6,3
74574,3,3
74577,13,3
74578,8,3
74601,46,2
74604,38,2
74630,2,3
74631,33,3
74632,2,3
74633,2,3
74636,2,3
74637,4,3
74640,2,3
74641,18,3
74643,2,3
74644,2,3
74647,5,3
74650,2,3
74651,2,3
74652,2,3
74653,12,3
74701,50,3
74720,18,3
74722,7,3
74723,3,3
74724,4,3
74726,7,3
74727,4,3
74728,11,3
74729,7,3
74730,25,3
74731,56,3
74733,24,3
74734,3,3
74735,4,3
74736,7,3
74738,8,3
74740,4,3
74741,5,3
74743,16,3
74745,23,3
74748,6,3
74750,27,3
74754,3,3
74756,7,3
74759,4,3
74760,6,3
74764,10,3
74766,6,3
74801,111,2
74804,79,2
74820,39,3
74824,13,3
74825,6,3
74826,6,3
74827,5,3
74829,5,3
74831,5,3
74832,13,3
74833,5,3
74834,15,3
74837,45,3
74839,4,3
74840,12,3
74843,5,3
74844,56,3
74845,2,3
74848,11,3
74849,10,3
74850,2,3
74851,38,3
74852,7,3
74854,10,3
74855,17,3
74856,2,3
74857,56,2
74859,8,3
74860,7,3
74864,18,3
74865,4,3
74867,5,3
74868,24,3
74869,5,3
74871,6,3
74872,10,3
74873,29,3
74875,9,3
74878,5,3
74880,8,3
74881,11,3
74883,6,3
74884,17,3
74901,69,3
74902,53,3
74930,11,3
74931,6,3
74932,11,3
74936,18,3
74937,9,3
74939,2,3
74940,15,3
74941,9,3
74944,4,3
74945,7,3
74948,22,3
74949,5,3
74951,96,3
74953,32,3
74954,96,3
74955,30,3
74956,17,3
74957,2,3
74959,28,3
74960,16,3
74962,14,3
74963,3,3
74964,14,3
74965,17,3
74966,6,3
75001,1848,2
75002,557,2
75006,985,2
75007,1590,2
75009,29,3
75010,1034,2
75013,671,2
75019,838,2
75020,141,1
75021,52,3
75022,362,2
75023,1890,2
75024,1216,2
75025,1944,2
75028,933,2
75032,181,2
75034,498,2
75035,679,2
75038,931,1
75039,1233,2
75040,1160,2
75041,1205,2
75042,1543,2
75043,1455,2
75044,1417,2
75048,635,2
75050,605,2
75051,1043,2
75052,1093,2
75054,285,2
75056,673,2
75057,476,2
75058,16,3
75060,1079,2
75061,1555,2
75062,1474,2
75063,1033,2
75065,489,2
75067,1825,2
75068,411,2
75069,383,2
75070,1069,2
75071,149,2
75074,919,1
75075,1333,2
75076,65,3
75077,916,2
75078,103,2
75080,1563,2
75081,1426,2
75082,985,2
75087,382,2
75088,955,2
75089,862,2
75090,106,2
75092,85,2
75093,1341,2
75094,834,2
75098,472,2
75101,232,2
75102,8,3
75103,25,3
75104,400,2
75105,2,3
75109,12,3
75110,68,2
75114,35,3
75115,823,2
75116,1279,2
75117,31,3
75119,34,2
75124,18,3
75125,30,3
75126,137,2
75127,22,3
75132,79,3
75134,666,2
75135,32,3
75137,1105,2
75140,23,3
75141,92,3
75142,36,3
75143,32,3
75144,7,3
75146,192,2
75147,27,3
75148,27,3
75149,1177,2
75150,1726,2
75152,37,3
75153,8,3
75154,254,2
75155,21,3
75156,193,2
75157,71,3
75158,17,3
75159,90,3
75160,68,3
75161,20,3
75163,31,3
75164,101,3
75165,118,2
75166,78,3
75167,27,3
75169,26,3
75172,102,2
75173,48,3
75180,925,2
75181,448,2
75182,93,2
75189,65,3
75201,4028,1
75202,1627,1
75203,1160,1
75204,5689,1
75205,2073,2
75206,4741,1
75207,152,2
75208,1651,1
75209,1777,1
75210,1188,1
75211,1134,1
75212,660,2
75214,2125,1
75215,702,1
75216,1148,1
75217,791,2
75218,1433,2
75219,5657,1
75220,1192,2
75223,1222,1
75224,1734,1
75225,1817,2
75226,1558,2
75227,1431,2
75228,2065,2
75229,881,2
75230,1705,2
75231,2606,1
75232,1183,2
75233,1270,2
75234,996,2
75235,937,2
75236,445,2
75237,1092,1
75238,1826,2
75240,2452,1
75241,342,2
75243,2720,1
75244,1224,2
75246,2664,1
75247,38,1
75248,2079,1
75249,927,2
75251,3390,1
75252,2395,1
75253,397,2
75254,3340,1
75287,4653,1
75401,64,2
75402,71,2
75407,96,3
75409,48,3
75410,21,3
75411,6,3
75412,2,3
75413,78,3
75414,24,3
75416,15,3
75417,7,3
75418,33,3
75420,11,3
75421,7,3
75422,15,3
75423,13,3
75424,18,3
75426,7,3
75428,44,3
75431,13,3
75432,12,3
75433,11,3
75435,7,3
75436,5,3
75437,7,3
75438,8,3
75439,25,3
75440,22,3
75442,30,3
75446,7,3
75447,8,3
75448,9,3
75449,6,3
75450,2,3
75451,14,3
75452,20,3
75453,17,3
75454,97,3
75455,32,3
75457,18,3
75459,20,3
75460,106,2
75462,22,3
75468,7,3
75469,5,3
75471,10,3
75472,23,3
75473,18,3
75474,52,3
75476,10,3
75477,7,3
75478,7,3
75479,13,3
