ZCTA,density,classification
75480,22,3
75481,2,3
75482,30,3
75486,8,3
75487,6,3
75488,4,3
75489,298,2
75490,28,3
75491,19,3
75492,5,3
75493,32,3
75494,19,3
75495,38,3
75496,11,3
75497,23,3
75501,139,2
75503,125,1
75550,4,3
75551,27,3
75554,5,3
75555,6,3
75556,18,3
75558,12,3
75559,9,3
75560,6,3
75561,43,3
75563,11,3
75565,19,3
75566,7,3
75567,23,3
75568,9,3
75569,369,2
75570,26,3
75571,11,3
75572,20,3
75574,7,3
75601,647,2
75602,154,2
75603,48,3
75604,241,1
75605,148,1
75630,13,3
75631,9,3
75633,17,3
75638,27,3
75639,8,3
75640,20,3
75641,31,3
75643,12,3
75644,24,3
75645,26,3
75647,65,3
75650,25,3
75651,14,3
75652,27,3
75654,23,3
75656,17,3
75657,11,3
75661,10,3
75662,70,3
75667,5,3
75668,36,3
75669,4,3
75670,49,2
75672,29,2
75681,8,3
75682,58,3
75683,27,3
75684,25,3
75686,21,3
75691,17,3
75692,22,3
75693,222,2
75701,851,1
75702,623,1
75703,299,1
75704,47,3
75705,28,3
75706,38,3
75707,104,2
75708,43,3
75709,102,2
75750,32,3
75751,39,3
75752,19,3
75754,18,3
75755,21,3
75756,22,3
75757,44,3
75758,74,3
75760,9,3
75762,108,2
75763,22,3
75765,30,3
75766,31,3
75770,9,3
75771,47,3
75773,28,3
75778,24,3
75783,25,3
75784,7,3
75785,13,3
75789,15,3
75790,42,3
75791,121,2
75792,14,3
75801,30,2
75803,18,3
75831,8,3
75833,6,3
75835,11,3
75838,4,3
75839,13,3
75840,10,3
75844,7,3
75845,4,3
75846,7,3
75847,3,3
75850,4,3
75851,4,3
75852,3,3
75853,5,3
75855,4,3
75859,7,3
75860,12,3
75861,6,3
75862,17,3
75901,64,2
75904,89,2
75925,7,3
75926,4,3
75928,6,3
75929,5,3
75930,6,3
75931,20,3
75932,5,3
75933,8,3
75935,14,3
75936,3,3
75937,6,3
75938,6,3
75939,6,3
75941,31,3
75943,8,3
75944,14,3
75946,10,3
75948,12,3
75949,15,3
75951,16,3
75954,12,3
75956,12,3
75959,9,3
75960,8,3
75961,22,2
75964,30,3
75965,101,2
75966,7,3
75968,9,3
75969,16,3
75972,7,3
75973,6,3
75974,11,3
75975,10,3
75976,13,3
75977,2,3
75979,13,3
75980,8,3
76001,958,2
76002,1245,2
76006,1531,2
76008,63,3
76009,67,3
76010,1962,2
76011,1114,1
76012,1238,2
76013,1483,2
76014,1893,2
76015,1566,1
76016,1303,2
76017,1633,2
76018,1126,2
76020,156,2
76021,2113,2
76022,2125,2
76023,39,3
76028,275,2
76031,80,3
76033,57,2
76034,605,2
76035,9,3
76036,170,2
76039,2226,1
76040,968,2
76041,13,3
76043,19,3
76044,13,3
76048,83,3
76049,101,3
76050,17,3
76051,502,2
76052,113,2
76053,1369,2
76054,1208,2
76055,12,3
76058,105,2
76059,555,2
76060,326,2
76063,385,2
76064,20,3
76065,99,2
76066,14,3
76067,43,3
76070,8,3
76071,156,2
76073,23,3
76077,28,3
76078,43,3
76082,62,3
76084,46,3
76085,50,3
76086,536,2
76087,49,3
76088,27,3
76092,365,2
76093,21,3
76102,733,1
76103,906,1
76104,1050,1
76105,1141,1
76106,656,1
76107,1146,1
76108,301,2
76109,1230,2
76110,1703,1
76111,800,2
76112,1382,2
76114,977,2
76115,1221,1
76116,1710,2
76117,1010,2
76118,670,2
76119,824,2
76120,678,2
76123,1132,2
76126,124,2
76131,591,2
76132,1684,1
76133,1991,2
76134,1026,2
76135,301,2
76137,1460,2
76140,302,2
76148,1727,2
76155,563,1
76164,1167,1
76177,126,2
76179,303,2
76180,1481,2
76182,1177,2
76201,1887,1
76205,855,1
76207,118,2
76208,257,2
76209,1420,2
76210,828,2
76225,12,3
76226,127,2
76227,94,3
76228,2,3
76230,10,3
76233,19,3
76234,18,3
76238,5,3
76239,4,3
76240,27,3
76244,1117,2
76245,37,3
76247,58,2
76248,817,2
76249,37,3
76250,38,3
76251,5,3
76252,6,3
76255,9,3
76258,26,3
76259,28,3
76262,223,2
76264,16,3
76265,4,3
76266,40,3
76270,7,3
76271,14,3
76272,18,3
76273,17,3
76301,579,1
76302,612,2
76305,9,3
76306,474,2
76308,956,2
76309,1003,2
76310,40,2
76311,356,2
76351,4,3
76354,55,3
76357,4,3
76360,5,3
76365,4,3
76366,4,3
76367,19,3
76370,1,3
76371,6,3
76372,2,3
76374,6,3
76377,10,3
76379,5,3
76380,2,3
76384,11,3
76389,2,3
76401,25,3
76424,7,3
76426,28,3
76427,6,3
76429,1,3
76430,3,3
76431,11,3
76432,6,3
76433,5,3
76435,4,3
76437,5,3
76442,7,3
76443,6,3
76444,10,3
76445,3,3
76446,8,3
76448,18,3
76449,5,3
76450,11,3
76453,4,3
76454,5,3
76455,4,3
76457,5,3
76458,4,3
76460,2,3
76462,7,3
76463,3,3
76464,1,3
76466,22,3
76470,4,3
76471,5,3
76472,6,3
76474,3,3
76475,2,3
76476,10,3
76483,1,3
76484,4,3
76486,5,3
76487,10,3
76491,2,3
76501,55,2
76502,203,2
76504,354,2
76511,10,3
76513,115,2
76518,5,3
76519,5,3
76520,11,3
76522,115,2
76524,15,3
76525,2,3
76527,11,3
76528,12,3
76530,10,3
76531,5,3
76534,11,3
76537,24,3
76538,2,3
76539,21,3
76541,1724,2
76542,179,2
76543,247,2
76544,208,2
76548,604,2
76549,203,2
76550,9,3
76554,87,3
76556,6,3
76557,14,3
76559,261,2
76561,8,3
76566,2,3
76567,17,3
76569,11,3
76570,6,3
76571,22,3
76574,44,3
76577,8,3
76578,8,3
76579,27,3
76621,5,3
76622,8,3
76624,13,3
76626,14,3
76627,6,3
76629,6,3
76630,45,3
76631,4,3
76632,10,3
76633,36,3
76634,10,3
76635,5,3
76636,13,3
76637,6,3
76638,13,3
76639,7,3
76640,42,3
76641,8,3
76642,9,3
76643,621,2
76645,23,3
76648,9,3
76649,2,3
76651,12,3
76652,5,3
76653,3,3
76655,37,3
76656,8,3
76657,31,3
76660,6,3
76661,17,3
76664,9,3
76665,6,3
76666,6,3
76667,28,3
76670,7,3
76671,10,3
76673,5,3
76676,7,3
76678,3,3
76679,7,3
76681,5,3
76682,9,3
76686,11,3
76687,5,3
76689,7,3
76690,5,3
76691,25,3
76692,34,3
76693,8,3
76701,613,2
76704,623,1
76705,91,3
76706,179,2
76707,1649,1
76708,191,2
76710,1105,2
76711,767,1
76712,184,2
76801,26,2
76802,26,3
76821,6,3
76823,10,3
76825,5,3
76827,2,3
76828,1,3
76832,1,3
76834,6,3
76837,1,3
76844,3,3
76849,2,3
76852,1,3
76853,2,3
76854,1,3
76856,2,3
76857,6,3
76858,1,3
76859,1,3
76861,4,3
76864,1,3
76866,1,3
76871,1,3
76872,1,3
76875,3,3
76877,3,3
76878,3,3
76882,1,3
76890,4,3
76901,40,2
76903,459,1
76904,34,2
76905,19,2
76932,1,3
76933,2,3
76934,26,3
76935,2,3
76936,1,3
76941,1,3
76943,1,3
76945,1,3
76950,1,3
76951,1,3
76958,1,3
77002,1526,1
77003,1535,2
77004,2216,1
77005,2483,2
77006,5237,1
77007,2060,1
77008,2282,1
77009,2253,1
77010,2024,1
77011,1664,1
77012,1536,1
77013,594,2
77014,1341,2
77015,778,2
77016,960,2
77017,1101,1
77018,1594,2
77019,2828,1
77020,1144,1
77021,1646,1
77022,1618,1
77023,1675,1
77024,1134,1
77025,2813,1
77026,1291,1
77027,2962,1
77028,620,1
77029,434,2
77030,1944,2
77031,1708,2
77032,178,2
77033,1507,1
77034,804,2
77035,2292,1
77036,3496,1
77037,822,2
77038,774,2
77039,712,2
77040,1137,2
77041,622,2
77042,2821,1
77043,554,2
77044,240,2
77045,785,2
77046,7231,1
77047,547,2
77048,471,2
77049,347,2
77050,201,2
77051,793,1
77053,661,2
77054,2180,1
77055,1693,2
77056,2998,1
77057,4634,1
77058,1037,2
77059,572,2
77060,1585,1
77061,1050,2
77062,1735,2
77063,3747,1
77064,1042,2
77065,1687,2
77066,1118,2
77067,1550,2
77068,957,2
77069,1628,2
77070,1407,2
77071,2095,2
77072,2327,1
77073,763,2
77074,2279,1
77075,1017,2
77076,1949,2
77077,2797,1
77078,411,2
77079,1671,2
77080,2309,1
77081,5350,1
77082,1623,2
77083,1969,2
77084,1024,2
77085,863,2
77086,1144,2
77087,1569,1
77088,1406,2
77089,1251,2
77090,1650,2
77091,1165,2
77092,1662,2
77093,1032,1
77094,259,2
77095,1490,2
77096,2333,1
77098,4426,1
77099,2438,1
77301,491,1
77302,106,2
77303,92,3
77304,237,1
77306,90,3
77316,45,3
77318,147,2
77320,28,3
77327,22,3
77328,29,3
77331,19,3
77335,25,3
77336,109,2
77338,444,2
77339,897,2
77340,48,2
77345,1082,2
77346,1023,2
77351,17,3
77354,131,2
77355,140,2
77356,77,3
77357,106,2
77358,15,3
77359,6,3
77360,69,3
77362,194,2
77363,19,3
77364,33,3
77365,241,2
77369,11,3
77371,21,3
77372,79,3
77373,766,2
77374,3,3
77375,397,2
77376,7,3
77377,250,2
77378,49,3
77379,960,2
77380,820,1
77381,1026,2
77382,1059,2
77384,301,2
77385,300,2
77386,302,2
77388,984,2
77389,337,2
77396,494,2
77401,1719,1
77406,168,2
77407,482,2
77414,17,3
77417,14,3
77418,20,3
77419,8,3
77420,15,3
77422,29,3
77423,21,3
77426,10,3
77429,631,2
77430,8,3
77433,266,2
77434,9,3
77435,12,3
77437,19,3
77441,40,3
77442,2,3
77444,7,3
77445,25,3
77446,123,2
77447,39,3
77448,20,3
77449,928,2
77450,1200,2
77455,3,3
77456,9,3
77457,33,3
77458,4,3
77459,564,2
77461,25,3
77465,13,3
77466,21,3
77469,84,2
77470,5,3
77471,134,2
77474,22,3
77475,13,3
77476,25,3
77477,1240,2
77478,926,2
77479,728,2
77480,21,3
77482,14,3
77483,3,3
77484,25,3
77485,18,3
77486,56,3
77488,25,3
77489,1025,2
77493,126,2
77494,473,2
77498,965,2
77502,2011,2
77503,936,2
77504,1608,2
77505,894,2
77506,1135,2
77510,173,2
77511,102,2
77514,8,3
77515,50,2
77517,93,3
77518,1100,2
77519,11,3
77520,512,2
77521,418,2
77523,62,3
77530,685,2
77531,283,2
77532,116,2
77533,14,3
77534,27,3
77535,30,3
77536,853,2
77538,2,3
77539,276,2
77541,51,3
77545,472,2
77546,630,2
77547,1016,2
77550,1328,2
77551,1837,2
77554,111,2
77560,12,3
77562,254,2
77563,69,3
77564,15,3
77565,663,2
77566,466,2
77568,431,2
77571,360,2
77573,843,2
77575,24,3
77577,25,3
77578,116,2
77580,35,3
77581,582,2
77583,40,3
77584,739,2
77585,4,3
77586,639,2
77587,1580,2
77590,631,2
77591,469,2
77597,14,3
77598,877,2
77611,129,2
77612,10,3
77613,13,3
77614,23,3
77615,25,3
77616,9,3
77619,1070,2
77622,23,3
77623,12,3
77624,6,3
77625,10,3
77627,819,2
77629,5,3
77630,115,2
77632,65,3
77640,176,1
77642,683,2
77650,41,3
77651,418,2
77655,3,2
77656,41,3
77657,113,2
77659,16,3
77660,10,3
77661,8,3
77662,72,3
77663,27,3
77664,7,3
77665,17,3
77701,779,1
77702,987,1
77703,414,1
77705,43,2
77706,1125,1
77707,434,2
77708,634,2
77713,52,2
77801,1987,2
77802,857,1
77803,692,2
77807,33,2
77808,15,3
77830,6,3
77831,6,3
77833,33,3
77835,9,3
77836,10,3
77837,6,3
77840,1879,2
77845,123,2
77853,8,3
77855,4,3
77856,5,3
77857,5,3
77859,15,3
77861,7,3
77864,14,3
77865,5,3
77868,17,3
77871,7,3
77872,9,3
77873,7,3
77878,8,3
77879,11,3
77880,8,3
77901,760,2
77904,81,2
77905,12,3
77951,36,3
77954,11,3
77957,8,3
77962,7,3
77963,3,3
77964,5,3
77968,6,3
77970,2,3
77971,5,3
77974,7,3
77975,10,3
77977,27,3
77978,25,3
77979,18,3
77982,45,3
77983,7,3
77984,11,3
77988,96,3
77990,3,3
77991,6,3
77994,3,3
77995,10,3
78002,61,3
78003,16,3
78004,17,3
78005,2,3
78006,34,3
78008,1,3
78009,36,3
78010,18,3
78011,4,3
78012,4,3
78013,10,3
78014,2,3
78015,166,2
78016,21,3
78017,3,3
78019,0,3
78022,4,3
78023,108,2
78024,2,3
78025,46,3
78026,10,3
78027,2,3
78028,63,2
78039,33,3
78040,1898,2
78041,723,1
78043,66,2
78044,1,3
78045,21,2
78046,59,2
78050,48,3
78052,55,3
78055,3,3
78056,7,3
78057,4,3
78058,1,3
78059,44,3
78061,6,3
78063,31,3
78064,22,3
78065,21,3
78066,9,3
78067,2,3
78069,48,3
78070,39,3
78071,4,3
78072,0,3
78073,49,3
78076,8,3
78101,54,3
78102,16,3
78107,1,3
78108,299,2
78109,543,2
78112,48,3
78113,3,3
78114,19,3
78116,1,3
78117,4,3
78118,7,3
78119,6,3
78121,38,3
78122,3,3
78123,238,2
78124,36,3
78130,237,1
78132,37,3
78133,84,2
78140,8,3
78141,4,3
78146,7,3
78147,193,2
78148,856,2
78151,5,3
78152,24,3
78154,337,2
78155,46,2
78159,2,3
78160,9,3
78161,25,3
78162,5,3
78163,46,3
78164,6,3
78201,2333,1
78202,1625,1
78203,1511,1
78204,1471,1
78205,786,1
78207,2182,1
78208,1354,1
78209,1711,2
78210,1711,1
78211,924,2
78212,1708,1
78213,2015,2
78214,563,1
78215,511,1
78216,1284,2
78217,1338,1
78218,1046,2
78219,394,2
78220,609,1
78221,371,2
78222,299,2
78223,424,2
78224,230,2
78225,2205,1
78226,333,1
78227,1061,2
78228,1728,2
78229,2440,1
78230,1709,1
78231,839,2
78232,1280,1
78233,1247,2
78234,197,1
78236,24,2
78237,1489,1
78238,965,1
78239,1490,2
78240,2016,2
78242,1146,2
78244,1047,2
78245,533,2
78247,1085,2
78248,1393,2
78249,1238,2
78250,1939,2
78251,1168,2
78252,46,3
78253,174,2
78254,544,2
78255,208,2
78256,323,2
78257,42,2
78258,910,2
78259,579,2
78260,371,2
78261,156,2
78263,46,3
78264,57,3
78266,54,3
78330,16,3
78332,20,2
78336,95,3
78339,203,2
78340,8,3
78341,3,3
78342,67,3
78343,10,3
78344,1,3
78349,2,3
78351,90,3
78353,1,3
78355,7,3
78357,4,3
78358,648,2
78359,238,2
78361,2,3
78362,175,2
78363,68,2
78368,15,3
78369,1,3
78370,17,3
78371,1,3
78372,9,3
78373,102,2
78374,124,2
78375,12,3
78376,1,3
78377,3,3
78379,8,3
78380,22,3
78382,82,3
78383,9,3
78384,5,3
78387,15,3
78389,4,3
78390,11,3
78391,6,3
78393,6,3
78401,900,1
78402,252,1
78404,2178,1
78405,1092,1
78406,25,2
78407,257,1
78408,941,1
78409,85,2
78410,405,2
78411,1803,1
78412,1630,2
78413,1841,2
78414,783,2
78415,127,2
78416,1740,1
78417,142,1
78418,277,2
78419,134,1
78501,1319,1
78503,369,1
78504,882,1
78516,240,2
78520,481,1
78521,277,2
78526,261,2
78535,141,2
78536,3,3
78537,170,2
78538,39,3
78539,780,1
78541,42,2
78542,87,3
78543,409,2
78545,14,3
78548,47,3
78549,11,3
78550,184,1
78552,225,2
78557,267,2
78558,168,2
78559,113,2
78560,92,3
78561,112,2
78562,21,3
78563,1,3
78565,26,3
78566,37,3
78567,79,3
78569,9,3
78570,116,2
78572,293,2
78573,262,2
78574,235,2
78575,201,2
78576,53,3
78577,624,2
78578,73,3
78579,127,2
78580,15,3
78582,17,3
78583,24,3
78584,22,3
78585,13,3
78586,86,2
78589,473,2
78591,1,3
78592,66,3
78593,46,3
78594,335,2
78595,104,2
78596,305,2
78597,154,2
78598,19,3
78602,46,3
78605,11,3
78606,9,3
78608,5,3
78609,43,3
78610,84,3
78611,17,3
78612,41,3
78613,821,2
78614,4,3
78615,9,3
78616,21,3
78617,80,3
78618,1,3
78619,30,3
78620,30,3
78621,38,3
78622,128,2
78623,17,3
78624,13,3
78626,90,2
78628,124,2
78629,10,3
78631,3,3
78632,4,3
78633,109,2
78634,114,2
78636,4,3
78638,7,3
78639,75,3
78640,141,2
78641,117,2
78642,32,3
78643,4,3
78644,30,3
78645,132,2
78648,19,3
78650,9,3
78652,101,3
78653,49,3
78654,35,3
78655,28,3
78656,35,3
78657,65,3
78659,10,3
78660,504,2
78661,44,3
78662,11,3
78663,3,3
78664,1131,1
78665,643,2
78666,130,2
78669,26,3
78671,6,3
78672,36,3
78676,32,3
78681,793,2
78701,2366,1
78702,1626,1
78703,1689,2
78704,2451,1
78705,4788,1
78717,647,2
78719,27,3
78721,1017,2
78722,1843,1
78723,1537,2
78724,231,2
78725,104,2
78726,513,2
78727,1443,2
78728,1185,2
78729,1342,2
78730,233,2
78731,1404,1
78732,346,2
78733,256,2
78734,363,2
78735,342,2
78736,93,2
78737,111,2
78738,264,2
78739,472,2
78741,2326,1
78742,51,2
78744,598,2
78745,1804,2
78746,482,2
78747,218,2
78748,1264,2
78749,1427,2
78750,821,2
78751,3229,1
78752,2081,2
78753,1597,2
78754,453,1
78756,2345,1
78757,2057,1
78758,1912,1
78759,1391,1
78801,9,3
78827,4,3
78828,1,3
78829,1,3
78830,1,3
78832,1,3
78833,2,3
78834,5,3
78837,0,3
78839,7,3
78840,16,2
78850,2,3
78852,26,2
78861,9,3
78870,3,3
78872,3,3
78873,3,3
78877,6,3
78879,3,3
78880,0,3
78881,4,3
78883,2,3
78884,2,3
78886,3,3
78931,8,3
78932,6,3
78933,5,3
78934,14,3
78935,5,3
78938,9,3
78940,7,3
78941,7,3
78942,15,3
78943,20,3
78944,14,3
78945,17,3
78946,4,3
78947,8,3
78948,5,3
78949,3,3
78950,8,3
78953,4,3
78954,7,3
78956,13,3
78957,19,3
78959,4,3
78962,10,3
78963,8,3
79001,0,3
79005,3,3
79007,130,2
79009,6,3
79010,1,3
79011,1,3
79012,5,3
79013,185,2
79014,1,3
79015,19,3
79018,1,3
79019,1,3
79022,2,3
79024,3,3
79027,6,3
79029,18,3
79031,4,3
79034,1,3
79035,3,3
79036,33,3
79039,2,3
79040,1,3
79041,4,3
79042,1,3
79043,3,3
79044,1,3
79045,5,3
79046,1,3
79052,3,3
79054,6,3
79057,1,3
79059,1,3
79061,1,3
79063,3,3
79064,7,3
79065,16,2
79068,3,3
79070,5,3
79072,24,2
79078,7,3
79079,2,3
79080,2,3
79081,2,3
79082,1,3
79083,3,3
79084,2,3
79086,4,3
79087,1,3
79088,4,3
79092,2,3
79095,3,3
79096,3,3
79097,4,3
79098,1,3
79101,798,2
79102,1503,1
79103,701,2
79104,662,1
79106,1264,1
79107,639,1
79108,28,3
79109,1835,2
79110,1269,2
79111,46,2
79118,41,3
79119,44,2
79121,1579,2
79124,34,2
79201,3,3
79225,3,3
79226,2,3
79227,1,3
79229,1,3
79235,3,3
79236,0,3
79237,1,3
79241,3,3
79244,2,3
79245,4,3
79248,1,3
79250,3,3
79252,3,3
79255,1,3
79256,1,3
79257,1,3
79261,1,3
79311,7,3
79312,4,3
79313,4,3
79316,8,3
79322,3,3
79323,9,3
79325,5,3
79329,13,3
79331,6,3
79336,14,3
79339,10,3
79342,1,3
79343,4,3
79345,2,3
79346,2,3
79347,4,3
79350,94,3
79351,2,3
79355,2,3
79356,2,3
79357,4,3
79358,4,3
79359,5,3
79360,5,3
79363,16,3
79364,15,3
79366,556,2
79367,8,3
79370,2,3
79371,2,3
79372,37,3
79373,3,3
79377,4,3
79379,3,3
79381,4,3
79382,47,3
79401,1233,1
79403,44,2
79404,123,2
79407,108,2
79410,1674,1
79411,2032,1
79412,1776,1
79413,1806,2
79414,2344,1
79415,97,2
79416,404,2
79423,211,1
79424,377,2
79501,7,3
79502,1,3
79504,3,3
79505,1,3
79506,2,3
79508,42,3
79510,11,3
79511,3,3
79512,4,3
79520,5,3
79521,5,3
79525,11,3
79526,2,3
79528,1,3
79529,6,3
79530,6,3
79532,3,3
79533,1,3
79536,6,3
79538,2,3
79541,2,3
79543,3,3
79544,3,3
79545,3,3
79546,2,3
79547,4,3
79549,6,3
79553,8,3
79556,17,3
79561,2,3
79562,12,3
79563,27,3
79565,1,3
79566,1,3
79567,4,3
79601,32,2
79602,71,2
79603,150,1
79605,1093,2
79606,155,2
79607,170,2
79701,788,1
79703,1098,2
79705,364,2
79706,9,3
79707,190,2
79713,1,3
79714,7,3
79718,1,3
79719,9,3
79720,12,2
79731,4,3
79734,1,3
79735,2,3
79738,0,3
79739,1,3
79741,1,3
79742,3,3
79743,1,3
79744,1,3
79745,6,3
79752,4,3
79756,19,3
79758,16,3
79761,1097,1
79762,480,2
79763,206,2
79764,121,2
79765,125,2
79766,7,3
79772,3,3
79778,3,3
79781,0,3
79782,3,3
79788,43,3
79789,9,3
79821,135,2
79830,2,3
79834,0,3
79835,311,2
79836,85,3
79837,0,3
79838,84,3
79839,1,3
79842,0,3
79843,1,3
79845,4,3
79848,1,3
79849,239,2
79851,0,3
79852,1,3
79853,29,3
79855,0,3
79901,1913,1
79902,1298,1
79903,2192,1
79904,1315,2
79905,1290,1
79906,247,2
79907,1243,2
79908,27,2
79911,85,2
79912,1241,2
79915,1470,1
79922,454,2
79924,1647,2
79925,921,2
79927,377,2
79928,127,2
79930,933,1
79932,562,2
79934,106,2
79935,1907,2
79936,1288,2
79938,39,2
80002,1283,2
80003,2006,2
80004,1975,2
80005,886,2
80007,100,2
80010,2315,1
80011,658,2
80012,2333,1
80013,1772,2
80014,2473,1
80015,1486,2
80016,311,2
80017,2210,2
80018,116,2
80019,26,2
80020,878,2
80021,757,2
80022,291,2
80023,321,2
80025,11,3
80026,466,2
80027,622,2
80030,2269,1
80031,1556,2
80033,1344,2
80045,221,1
80101,1,3
80102,7,3
80103,3,3
80104,127,2
80105,1,3
80106,9,3
80107,28,3
80108,225,2
80109,210,2
80110,1387,2
80111,1083,2
80112,654,2
80113,1268,2
80116,18,3
80117,4,3
80118,15,3
80120,1522,2
80121,941,2
80122,1681,2
80123,1567,2
80124,736,2
80125,85,2
80126,1282,2
80127,305,2
80128,1103,2
80129,1296,2
80130,1521,2
80131,136,2
80132,222,2
80133,26,3
80134,347,2
80135,5,3
80136,9,3
80137,4,3
80138,165,2
80202,6037,1
80203,12725,1
80204,2157,1
80205,2710,1
80206,4985,1
80207,1826,2
80209,3486,1
80210,2537,1
80211,3172,1
80212,2486,1
80214,2353,1
80215,1437,1
80216,295,1
80218,7042,1
80219,2554,1
80220,2903,1
80221,1401,2
80222,2417,1
80223,1268,1
80224,2572,1
80226,1591,2
80227,1957,2
80228,1199,1
80229,1289,2
80230,1435,1
80231,3430,1
80232,2120,2
80233,1844,2
80234,1480,2
80235,932,1
80236,1811,2
80237,2517,1
80238,764,2
80239,1050,1
80241,1707,2
80246,4079,1
80247,4596,1
80249,155,2
80260,2432,1
80301,348,2
80302,143,2
80303,483,2
80304,1202,2
80305,983,2
80310,2180,2
80401,307,2
80403,55,3
80420,11,3
80421,24,3
80422,15,3
80424,32,3
80427,28,3
80428,1,3
80432,2,3
80433,41,3
80435,28,3
80436,19,3
80438,5,3
80439,55,3
80440,4,3
80442,15,3
80443,16,3
80444,17,3
80446,5,3
80447,4,3
80449,1,3
80451,4,3
80452,11,3
80453,264,2
80454,128,2
80455,7,3
80456,1,3
80457,171,2
80459,2,3
80461,10,3
80465,128,2
80466,17,3
80467,4,3
80468,0,3
80469,3,3
80470,11,3
80478,16,3
80480,0,3
80481,4,3
80482,6,3
80483,3,3
80487,10,3
80497,12,3
80498,11,3
80501,1270,2
80503,138,2
80504,163,2
80510,3,3
80512,2,3
80513,60,3
80514,215,2
80515,7,3
80516,178,2
80517,15,3
80520,1315,2
80521,876,2
80524,103,1
80525,839,2
80526,472,2
80528,332,2
80530,713,2
80534,81,3
80535,25,3
80536,2,3
80537,149,2
80538,163,2
80540,12,3
80542,140,2
80543,62,3
80545,1,3
80547,71,3
80549,15,3
80550,138,2
80601,410,2
80602,296,2
80603,51,3
80610,6,3
80611,1,3
80612,1,3
80615,26,3
80620,913,2
80621,32,3
80623,483,2
80624,11,3
80631,157,2
80634,549,2
80640,257,2
80642,12,3
80643,5,3
80644,7,3
80645,10,3
80648,2,3
80649,1,3
80650,11,3
80651,16,3
80652,1,3
80653,3,3
80654,4,3
80701,9,3
80705,978,2
80720,1,3
80722,4,3
80723,9,3
80726,1,3
80727,1,3
80728,1,3
80729,0,3
80731,2,3
80733,6,3
80734,3,3
80735,1,3
80736,2,3
80737,3,3
80741,2,3
80742,0,3
80743,1,3
80744,2,3
80747,1,3
80749,1,3
80750,1,3
80751,14,3
80758,2,3
80759,3,3
80804,0,3
80805,1,3
80807,2,3
80808,7,3
80809,13,3
80810,1,3
80812,1,3
80813,8,3
80814,17,3
80815,1,3
80816,12,3
80817,146,2
80818,0,3
80819,50,3
80820,1,3
80821,1,3
80822,1,3
80825,0,3
80827,1,3
80828,2,3
80829,126,2
80830,1,3
80831,38,3
80832,1,3
80833,1,3
80834,1,3
80835,2,3
80836,1,3
80840,18,3
80860,4,3
80861,0,3
80863,39,3
80864,2,3
80902,191,2
80903,1394,1
80904,1050,2
80905,1536,1
80906,323,1
80907,1264,2
